image_name,class,confidence
tile_0_18.jpeg,0,0.6263803243637085
tile_0_18.jpeg,0,0.47566643357276917
tile_0_61.jpeg,0,0.44469311833381653
tile_0_93.jpeg,0,0.6205829977989197
tile_100_24.jpeg,0,0.4542962908744812
tile_100_25.jpeg,0,0.366323858499527
tile_100_30.jpeg,0,0.7901100516319275
tile_100_40.jpeg,0,0.8341057896614075
tile_100_87.jpeg,0,0.6829761862754822
tile_100_88.jpeg,0,0.4585111439228058
tile_101_30.jpeg,0,0.835587739944458
tile_101_30.jpeg,0,0.2825137972831726
tile_101_40.jpeg,0,0.36472195386886597
tile_101_41.jpeg,0,0.5061562657356262
tile_101_42.jpeg,0,0.3610662817955017
tile_101_44.jpeg,0,0.6183609962463379
tile_101_45.jpeg,0,0.7227138876914978
tile_101_63.jpeg,0,0.38786932826042175
tile_101_64.jpeg,0,0.6856322884559631
tile_101_72.jpeg,0,0.8001217246055603
tile_101_72.jpeg,0,0.3485192060470581
tile_101_90.jpeg,0,0.7326076626777649
tile_102_30.jpeg,0,0.5220689177513123
tile_102_30.jpeg,0,0.3657769560813904
tile_102_33.jpeg,0,0.7919989824295044
tile_102_72.jpeg,0,0.4956216812133789
tile_102_73.jpeg,0,0.5547780394554138
tile_103_64.jpeg,0,0.6908289194107056
tile_103_72.jpeg,0,0.7076206207275391
tile_103_88.jpeg,0,0.33190107345581055
tile_104_17.jpeg,0,0.6443948149681091
tile_104_18.jpeg,0,0.8165354132652283
tile_104_23.jpeg,0,0.7432805895805359
tile_104_38.jpeg,0,0.5586857199668884
tile_104_42.jpeg,0,0.3713015615940094
tile_104_77.jpeg,0,0.6660489439964294
tile_104_90.jpeg,0,0.5714118480682373
tile_104_91.jpeg,0,0.8319590091705322
tile_105_1.jpeg,0,0.8286282420158386
tile_105_23.jpeg,0,0.697014570236206
tile_105_28.jpeg,0,0.7481085062026978
tile_105_35.jpeg,0,0.5038420557975769
tile_105_38.jpeg,0,0.4118124544620514
tile_105_5.jpeg,0,0.2988470792770386
tile_105_60.jpeg,0,0.8408564925193787
tile_105_63.jpeg,0,0.7246804237365723
tile_105_77.jpeg,0,0.7105907797813416
tile_105_87.jpeg,0,0.6761671304702759
tile_106_31.jpeg,0,0.44412925839424133
tile_106_41.jpeg,0,0.6969006657600403
tile_106_50.jpeg,0,0.818583607673645
tile_106_56.jpeg,0,0.7803677916526794
tile_106_67.jpeg,0,0.7436178922653198
tile_106_88.jpeg,0,0.5838062763214111
tile_107_20.jpeg,0,0.6497073173522949
tile_107_25.jpeg,0,0.6806915402412415
tile_107_34.jpeg,0,0.2815854251384735
tile_107_40.jpeg,0,0.330329567193985
tile_107_41.jpeg,0,0.6557677984237671
tile_107_72.jpeg,0,0.31380781531333923
tile_108_36.jpeg,0,0.7126331925392151
tile_108_40.jpeg,0,0.5527390837669373
tile_108_40.jpeg,0,0.3508816063404083
tile_108_41.jpeg,0,0.387613445520401
tile_108_66.jpeg,0,0.4208422303199768
tile_108_80.jpeg,0,0.4067138731479645
tile_108_82.jpeg,0,0.6536267995834351
tile_108_86.jpeg,0,0.7898973822593689
tile_108_9.jpeg,0,0.43225377798080444
tile_109_31.jpeg,0,0.40227094292640686
tile_109_40.jpeg,0,0.6837231516838074
tile_109_47.jpeg,0,0.4293302893638611
tile_109_58.jpeg,0,0.7408345341682434
tile_109_58.jpeg,0,0.45592570304870605
tile_109_83.jpeg,0,0.8302730917930603
tile_10_25.jpeg,0,0.5482640862464905
tile_10_25.jpeg,0,0.31623923778533936
tile_10_29.jpeg,0,0.7858802080154419
tile_10_3.jpeg,0,0.6305360198020935
tile_10_32.jpeg,0,0.33268335461616516
tile_10_33.jpeg,0,0.6901523470878601
tile_10_57.jpeg,0,0.3634379208087921
tile_10_6.jpeg,0,0.3853345811367035
