image_name,class,confidence
tile_100_55.jpeg,0,0.5098704695701599
tile_103_16.jpeg,1,0.8680548667907715
tile_110_43.jpeg,0,0.42996105551719666
tile_112_47.jpeg,0,0.8853263854980469
tile_11_43.jpeg,0,0.8353506326675415
tile_121_38.jpeg,1,0.8979805111885071
tile_123_57.jpeg,1,0.7954314947128296
tile_127_19.jpeg,1,0.9041153192520142
tile_130_48.jpeg,0,0.7282240986824036
tile_131_38.jpeg,1,0.9014726877212524
tile_136_51.jpeg,1,0.3557821214199066
tile_147_60.jpeg,0,0.8484998345375061
tile_148_12.jpeg,1,0.9113552570343018
tile_148_24.jpeg,0,0.38734856247901917
tile_149_11.jpeg,0,0.6968410015106201
tile_155_8.jpeg,0,0.8579339385032654
tile_159_51.jpeg,1,0.2905382812023163
tile_161_9.jpeg,1,0.31000468134880066
tile_162_9.jpeg,0,0.5885040760040283
tile_172_11.jpeg,1,0.8097356557846069
tile_181_45.jpeg,0,0.6980080008506775
tile_182_57.jpeg,0,0.7466350793838501
tile_192_14.jpeg,0,0.4056124687194824
tile_198_37.jpeg,0,0.8214454054832458
tile_198_56.jpeg,1,0.298430472612381
tile_19_20.jpeg,1,0.9116874933242798
tile_20_12.jpeg,1,0.5443099141120911
tile_24_29.jpeg,1,0.38655921816825867
tile_26_4.jpeg,0,0.835260808467865
tile_39_21.jpeg,1,0.9181861877441406
tile_39_39.jpeg,1,0.3309503495693207
tile_39_40.jpeg,1,0.9147859215736389
tile_45_43.jpeg,1,0.48938265442848206
tile_47_37.jpeg,1,0.746523916721344
tile_48_47.jpeg,1,0.6715333461761475
tile_4_46.jpeg,1,0.6826633214950562
tile_58_50.jpeg,0,0.4554302394390106
tile_64_5.jpeg,0,0.8689390420913696
tile_67_51.jpeg,1,0.4130282998085022
tile_68_27.jpeg,0,0.8523157835006714
tile_69_21.jpeg,1,0.45195239782333374
tile_73_6.jpeg,1,0.8908533453941345
tile_83_44.jpeg,0,0.8710280656814575
tile_83_60.jpeg,1,0.9156350493431091
tile_88_48.jpeg,0,0.6495490074157715
tile_89_17.jpeg,0,0.6795546412467957
tile_9_29.jpeg,0,0.5648797154426575
